CLIENT,NAME,PRODUCT_TYPE,ACTION,ACTION,DATE_TRANSACTION,QTY,UNIT_PRICE,ISIN_CODE,STOCK_LIBELLE,CURRENCY,TOTAL_AMOUNT,ACTION_TYPE,'CHF_'||CURRENCY,RATE_EUR,RATE_USD
200341,PORSCHE AUT HLDG,SHARE,Sell,S,2007-05-02 09:17:59,3,1250,DE0006937733,Germany,EUR,3750,Trading,CHF_EUR,1,1.3576
200341,GS0CC3 GSI C 12/99,DERIVATIVES,Buy,B,2007-05-07 15:06:44,1,118.48,DE000GS0CC32,Germany,EUR,118.48,Trading,CHF_EUR,1,1.3618
200341,GS0CC3 GSI C 12/99,DERIVATIVES,Sell,S,2007-05-07 15:10:47,1,117.87,DE000GS0CC32,Germany,EUR,117.87,Trading,CHF_EUR,1,1.3618
200341,CB5KUW COM C 07/07,DERIVATIVES,Buy,B,2007-07-03 12:06:14,10,2.21,DE000CB5KUW4,Germany,EUR,22.1,Trading,CHF_EUR,1,1.3601
200341,CB5KUW COM C 07/07,DERIVATIVES,Sell,S,2007-07-03 12:26:57,10,2.2,DE000CB5KUW4,Germany,EUR,22,Trading,CHF_EUR,1,1.3601
200341,CB5KUW COM C 07/07,DERIVATIVES,Buy,B,2007-07-03 14:42:18,10,2.24,DE000CB5KUW4,Germany,EUR,22.4,Trading,CHF_EUR,1,1.3619
200341,CB5KUW COM C 07/07,DERIVATIVES,Buy,B,2007-07-03 14:44:43,10,2.23,DE000CB5KUW4,Germany,EUR,22.3,Trading,CHF_EUR,1,1.3617
200341,DANSKE BANK ORD,SHARE,Buy,B,2007-07-05 14:12:18,100,238.75,DK0010274414,Copenhague,DKK,23875,Trading,CHF_DKK,0.13435,0.18335
200341,DANSKE BANK ORD,SHARE,Sell,S,2007-07-05 14:13:48,100,238.5,DK0010274414,Copenhague,DKK,23850,Trading,CHF_DKK,0.13435,0.18335
200341,DANSKE BANK ORD,SHARE,Buy,B,2007-07-05 14:14:57,96,238.75,DK0010274414,Copenhague,DKK,22920,Trading,CHF_DKK,0.13435,0.18335
200341,DANSKE BANK ORD,SHARE,Sell,S,2007-07-05 14:19:56,75,238.75,DK0010274414,Copenhague,DKK,17906.25,Trading,CHF_DKK,0.13435,0.18325
200341,DANSKE BANK ORD,SHARE,Sell,S,2007-07-05 14:45:08,21,238.75,DK0010274414,Copenhague,DKK,5013.75,Trading,CHF_DKK,0.13435,0.18325
200341,SSMIL VON P 12/07 /Z5,DERIVATIVES,Buy,B,2007-07-09 17:57:10,1000,0.2,CH00322864264,SIX Swiss Exchange,CHF,200,Trading,CHF_CHF,0.603191,0.821794
200341,SSMIL VON P 12/07 /Z5,DERIVATIVES,Sell,S,2007-07-10 15:33:09,1000,0.35,CH00322864264,SIX Swiss Exchange,CHF,350,Trading,CHF_CHF,0.60443,0.827575
200341,DB530R DB P 12/99,DERIVATIVES,Buy,B,2007-07-11 13:40:06,50,6.75,DE000DB530R5,Germany,EUR,337.5,Trading,CHF_EUR,1,1.3771
200341,DB530R DB P 12/99,DERIVATIVES,Sell,S,2007-07-11 13:40:55,50,6.72,DE000DB530R5,Germany,EUR,336,Trading,CHF_EUR,1,1.3769
200341,ZURDZ DB C 09/07,DERIVATIVES,Buy,B,2007-07-13 09:43:23,100,0.3,CH00292250804,SIX Swiss Exchange,CHF,30,Trading,CHF_CHF,0.603045,0.830875
200341,ABB LTD N,SHARE,Buy,B,2007-07-19 10:03:17,50,29.2,CH00122217161,SIX Swiss Exchange (SIX-Europe),CHF,1460,Trading,CHF_CHF,0.603519,0.833021
200341,TEMENOS N,SHARE,Buy,B,2007-07-19 10:13:48,50,30.5,CH00124539134,SIX Swiss Exchange,CHF,1525,Trading,CHF_CHF,0.603409,0.832882
200341,CB5KUW COM C 07/07,DERIVATIVES,Sell,S,2007-07-20 09:33:12,20,1.03,DE000CB5KUW4,Germany,EUR,20.6,Trading,CHF_EUR,1,1.379
200341,ABB LTD N,SHARE,Sell,S,2007-07-20 14:55:31,50,29.1,CH00122217161,SIX Swiss Exchange (SIX-Europe),CHF,1455,Trading,CHF_CHF,0.601468,0.830254
200341,TEMENOS N,SHARE,Sell,S,2007-07-20 14:55:57,50,29.6,CH00124539134,SIX Swiss Exchange,CHF,1480,Trading,CHF_CHF,0.601468,0.830323
200341,6.90 VON/NESN 08,BONDS,Buy,B,2007-08-03 17:13:11,1000,0.98,CH00326328924,SIX Swiss Exchange,CHF,980,Trading,CHF_CHF,0.608217,0.837626
200341,MEDIOBANCA BANCA DI CREDITO OR,SHARE,Buy,B,2007-08-07 11:06:44,2,15.3,IT0000062957,Milano exchange,EUR,30.6,Trading,CHF_EUR,1,1.3791
200341,MEDIOBANCA BANCA DI CREDITO OR,SHARE,Sell,S,2007-08-09 10:57:42,2,16.33,IT0000062957,Milano exchange,EUR,32.66,Trading,CHF_EUR,1,1.378
200341,PEUGEOT ORD,SHARE,Buy,B,2007-08-14 09:37:11,1,59.55,FR0000121501,Euronext Paris,EUR,59.55,Trading,CHF_EUR,1,1.3596
200341,ZURDZ DB C 09/07,DERIVATIVES,Sell,S,2007-08-14 11:14:31,100,0.02,CH00292250804,SIX Swiss Exchange,CHF,2,Trading,CHF_CHF,0.609663,0.827986
200341,VMWARE CL A ORD,SHARE,Buy,B,2007-08-20 20:23:26,10,56.28,US9285634021,New York Stock Exchange (NYSE),USD,562.8,Trading,CHF_USD,0.742556,1
200341,MEDIOBANCA BANCA DI CREDITO OR,SHARE,Buy,B,2007-08-22 17:24:06,1,15.82,IT0000062957,Milano exchange,EUR,15.82,Trading,CHF_EUR,1,1.35305
200341,ABB LTD N,SHARE,Sell,S,2007-08-27 15:36:30,10,28.65,CH00122217161,SIX Swiss Exchange (SIX-Europe),CHF,286.5,Trading,CHF_CHF,0.608476,0.830496
200341,SUNDQ DB C 12/07,DERIVATIVES,Buy,B,2007-08-28 15:51:09,100,0.35,CH00287670584,SIX Swiss Exchange,CHF,35,Trading,CHF_CHF,0.611116,0.833924
200341,Siemens AG,SHARE,Buy,B,2007-09-03 11:09:36,1,151.5,DE00072361014,SIX Swiss Exchange,CHF,151.5,Trading,CHF_CHF,0.606888,0.828157
200341,MINIZ ABN   C1,DERIVATIVES,Buy,B,2007-09-03 14:29:24,1,21.7,CH00258892854,SIX Swiss Exchange,CHF,21.7,Trading,CHF_CHF,0.606925,0.827198
200341,VZOCH VON C,DERIVATIVES,Buy,B,2007-09-03 14:37:42,1,92.5,CH00125910194,SIX Swiss Exchange,CHF,92.5,Trading,CHF_CHF,0.606778,0.827198
200341,VZDXX VON C 09/09,DERIVATIVES,Buy,B,2007-09-03 14:49:16,1,41.1,CH00244403384,SIX Swiss Exchange,EUR,41.1,Trading,CHF_EUR,1,1.3632
200341,NESNN UBS C 09/07,DERIVATIVES,Buy,B,2007-09-03 14:52:23,1,430.25,CH00268834514,SIX Swiss Exchange,CHF,430.25,Trading,CHF_CHF,0.607036,0.827404
200341,8.60 BVG/BVG666 07,BONDS,Buy,B,2007-09-03 15:23:21,1000,1.0823,CH00268983434,SIX Swiss Exchange,CHF,1082.3,Trading,CHF_CHF,0.607036,0.827404
200341,VUCHC VON C 01/11,DERIVATIVES,Buy,B,2007-09-03 15:26:03,1,796,CH00239778844,SIX Swiss Exchange,CHF,796,Trading,CHF_CHF,0.607072,0.827541
200341,NZHBR LEU C 09/07,BONDS,Buy,B,2007-09-03 15:28:35,1000,1,CH00267907064,SIX Swiss Exchange,CHF,1000,Trading,CHF_CHF,0.607072,0.827541
200341,MINIZ ABN   C1,DERIVATIVES,Sell,S,2007-09-05 09:30:43,1,22.15,CH00258892854,SIX Swiss Exchange,CHF,22.15,Trading,CHF_CHF,0.607478,0.824742
200341,VZOCH VON C,DERIVATIVES,Sell,S,2007-09-05 09:31:39,1,92.95,CH00125910194,SIX Swiss Exchange,CHF,92.95,Trading,CHF_CHF,0.607478,0.824878
200341,VZDXX VON C 09/09,DERIVATIVES,Sell,S,2007-09-05 09:32:02,1,41.15,CH00244403384,SIX Swiss Exchange,EUR,41.15,Trading,CHF_EUR,1,1.3578
200341,VUCHC VON C 01/11,DERIVATIVES,Sell,S,2007-09-05 09:32:42,1,795,CH00239778844,SIX Swiss Exchange,CHF,795,Trading,CHF_CHF,0.607478,0.824742
200341,,OTHER,Cash_in,I,2007-09-08 05:02:30,1,430,,,CHF,430,Income,CHF_CHF,0.611098,0.841361
200341,VON ROLL I,SHARE,Buy,B,2007-09-10 09:00:06,10,8.76,CH00032453514,SIX Swiss Exchange,CHF,87.6,Trading,CHF_CHF,0.611714,0.843277
200341,VON ROLL I,SHARE,Buy,B,2007-09-10 09:00:06,1,8.76,CH00032453514,SIX Swiss Exchange,CHF,8.76,Trading,CHF_CHF,0.611714,0.843277
200341,6.90 VON/NESN 08,BONDS,Sell,S,2007-09-10 15:08:29,1000,1.01,CH00326328924,SIX Swiss Exchange,CHF,1010,Trading,CHF_CHF,0.610147,0.842283
200341,,OTHER,Cash_in,I,2007-09-12 05:01:25,1,2000,,,CHF,2000,Income,CHF_CHF,0.608347,0.842034
200341,NOVRB UBS C 09/07,DERIVATIVES,Buy,B,2007-09-24 16:33:16,15,64.7,CH00272340504,SIX Swiss Exchange,CHF,970.5,Trading,CHF_CHF,0.604394,0.852043
200341,PANAS GSI C 09/07,DERIVATIVES,Buy,B,2007-09-24 16:39:07,5,175.1,GB00B1FMDB994,SIX Swiss Exchange,USD,875.5,Trading,CHF_USD,0.709421,1
200341,10 VON/USD2Y 07,BONDS,Buy,B,2007-09-24 16:47:36,1000,1.002,CH00271976384,SIX Swiss Exchange,USD,1002,Trading,CHF_USD,0.709471,1
200341,,OTHER,Cash_in,I,2007-10-03 05:03:11,1,880.49,,,USD,880.49,Income,CHF_USD,0.705617,1
200341,,OTHER,Cash_out,O,2007-10-04 05:03:57,1,0.85,,,CHF,0.85,Payment,CHF_CHF,0.601088,0.847889
200341,,OTHER,Cash_in,I,2007-10-12 02:34:15,1,1000,,,USD,1000,Income,CHF_USD,0.70373,1
200341,,OTHER,Cash_in,I,2007-10-17 02:34:21,1,11.7,,,USD,11.7,Income,CHF_USD,0.705766,1
200341,,OTHER,Cash_in,I,2007-10-17 02:34:22,1,11.7,,,EUR,11.7,Income,CHF_EUR,1,1.4169
200341,ABN6KX ABN C 12/99,DERIVATIVES,Buy,B,2007-10-18 14:10:11,100,4.3,NL0000041408,Germany,EUR,430,Trading,CHF_EUR,1,1.4291
200341,GEBERIT N,SHARE,Buy,B,2007-10-18 15:02:32,100,164,CH00301704081,SIX Swiss Exchange (SIX-Europe),CHF,16400,Trading,CHF_CHF,0.599107,0.856568
200341,,OTHER,Cash_in,I,2007-10-20 02:34:12,1,10,,,CHF,10,Income,CHF_CHF,0.599018,0.856274
200341,,OTHER,Cash_in,I,2007-10-23 02:33:03,1,158.65,,,CHF,158.65,Income,CHF_CHF,0.599018,0.849545
200341,CRCAM BRIE PIC2CCI ORD,SHARE,Buy,B,2007-10-25 11:49:29,5,21.96,FR0010483768,Euronext Paris,EUR,109.8,Trading,CHF_EUR,1,1.4281
200341,,OTHER,Cash_in,I,2007-10-26 02:33:24,1,94.95,,,CHF,94.95,Income,CHF_CHF,0.598623,0.857412
200341,,OTHER,Cash_in,I,2007-10-26 02:33:24,1,5.85,,,EUR,5.85,Income,CHF_EUR,1,1.4322
200341,GEBERIT N,SHARE,Sell,S,2007-10-31 15:36:42,100,155.7,CH00301704081,SIX Swiss Exchange (SIX-Europe),CHF,15570,Trading,CHF_CHF,0.596178,0.861438
200341,ABN6KX ABN C 12/99,DERIVATIVES,Sell,S,2007-10-31 15:40:16,100,3,NL0000041408,Germany,EUR,300,Trading,CHF_EUR,1,1.4449
200341,SAP ORD,SHARE,Sell,S,2007-10-31 15:42:28,4,37.1,DE0007164600,Germany,EUR,148.4,Trading,CHF_EUR,1,1.4449
200341,NOVARTIS N,SHARE,Sell,S,2007-10-31 15:50:29,15,61.5,CH00120052671,SIX Swiss Exchange (SIX-Europe),CHF,922.5,Trading,CHF_CHF,0.596214,0.861586
200341,PEUGEOT ORD,SHARE,Sell,S,2007-10-31 15:59:09,1,63.7,FR0000121501,Euronext Paris,EUR,63.7,Trading,CHF_EUR,1,1.4447
200341,CRCAM BRIE PIC2CCI ORD,SHARE,Sell,S,2007-10-31 15:59:47,5,21.44,FR0010483768,Euronext Paris,EUR,107.2,Trading,CHF_EUR,1,1.445
200341,,OTHER,Cash_in,I,2007-11-06 02:37:00,1,97.25,,,CHF,97.25,Income,CHF_CHF,0.598856,0.866701
200341,VON ROLL I ANR-71108,DERIVATIVES,Sell,S,2007-11-09 14:29:00,11,0.35,CH00342415854,SIX Swiss Exchange,CHF,3.85,Trading,CHF_CHF,0.606447,0.890512
200341,16.80 VON/ABB 06,BONDS,Buy,B,2007-11-15 09:52:56,10000,0.1,CH00265914014,SIX Swiss Exchange,CHF,1000,Trading,CHF_CHF,0.607257,0.89075
200341,11.40 VON/MASN 07,BONDS,Buy,B,2007-11-15 09:56:24,2000,0.536,CH00280198564,SIX Swiss Exchange,CHF,1072,Trading,CHF_CHF,0.6077,0.890432
200341,16.80 VON/ABB 06,BONDS,Sell,S,2007-11-16 10:19:00,10000,0.1305,CH00265914014,SIX Swiss Exchange,CHF,1305,Trading,CHF_CHF,0.609775,0.890313
200341,WSMIU DB C 12/0701,DERIVATIVES,Buy,B,2007-11-19 16:12:33,100,0.2,CH00348879164,SIX Swiss Exchange,CHF,20,Trading,CHF_CHF,0.610482,0.894414
200341,,OTHER,Cash_in,I,2007-11-22 02:32:08,1,20.85,,,CHF,20.85,Income,CHF_CHF,0.61093,0.907153
200341,BOLIDEN ORD,SHARE,Buy,B,2007-11-22 15:23:43,100,83.5,SE0000869646,Stockholm,SEK,8350,Trading,CHF_SEK,0.10725,0.15925
200341,,OTHER,Cash_in,I,2007-11-23 02:33:17,1,6.04,,,EUR,6.04,Income,CHF_EUR,1,1.49125
200341,BOLIDEN ORD,SHARE,Sell,S,2007-11-23 10:17:35,100,83.25,SE0000869646,Stockholm,SEK,8325,Trading,CHF_SEK,0.10715,0.15905
200341,VESTAS WIND SYSTEMS ORD,SHARE,Buy,B,2007-11-23 10:22:53,1,445,DK0010268606,Copenhague,DKK,445,Trading,CHF_DKK,0.13415,0.19885
200341,VESTAS WIND SYSTEMS ORD,SHARE,Buy,B,2007-11-23 10:29:04,5,444,DK0010268606,Copenhague,DKK,2220,Trading,CHF_DKK,0.13415,0.19885
200341,VESTAS WIND SYSTEMS ORD,SHARE,Buy,B,2007-11-23 10:46:20,2,446,DK0010268606,Copenhague,DKK,892,Trading,CHF_DKK,0.13415,0.19875
200341,VESTAS WIND SYSTEMS ORD,SHARE,Buy,B,2007-11-23 10:47:15,2,447,DK0010268606,Copenhague,DKK,894,Trading,CHF_DKK,0.13415,0.19885
200341,VESTAS WIND SYSTEMS ORD,SHARE,Sell,S,2007-11-23 11:18:47,10,448,DK0010268606,Copenhague,DKK,4480,Trading,CHF_DKK,0.13112704,0.19875
200341,,OTHER,Cash_in,I,2007-11-29 02:35:38,1,139.05,,,CHF,139.05,Income,CHF_CHF,0.60652,0.898594
200341,,OTHER,Cash_in,I,2007-11-30 02:37:52,1,40.55,,,CHF,40.55,Income,CHF_CHF,0.605932,0.893615
200341,ACA CAPITAL HLDGS ORD,SHARE,Buy,B,2007-12-03 19:30:53,100,0.74,US0008331037,New York Stock Exchange (NYSE),USD,74,Trading,CHF_USD,0.681942,1
200341,ACA CAPITAL HLDGS ORD,SHARE,Buy,B,2007-12-03 19:36:16,300,0.74,US0008331037,New York Stock Exchange (NYSE),USD,222,Trading,CHF_USD,0.681756,1
200341,ACA CAPITAL HLDGS ORD,SHARE,Buy,B,2007-12-03 19:38:09,100,0.74,US0008331037,New York Stock Exchange (NYSE),USD,74,Trading,CHF_USD,0.681756,1
200341,ACA CAPITAL HLDGS ORD,SHARE,Sell,S,2007-12-03 20:21:02,500,0.73,US0008331037,New York Stock Exchange (NYSE),USD,365,Trading,CHF_USD,0.68171,1
200341,DB58W1 DB C 01/08-20080131,DERIVATIVES,Buy,B,2007-12-12 09:26:48,100,0.62,DE000DB58W17,Germany,EUR,62,Trading,CHF_EUR,1,1.4682
200341,UBS N,SHARE,Buy,B,2007-12-17 10:42:11,3,53.6,CH00248994831,SIX Swiss Exchange (SIX-Europe),CHF,160.8,Trading,CHF_CHF,0.602646,0.865688
200341,FIAT ORD,SHARE,Buy,B,2007-12-17 11:36:56,1,17.15,IT0001976403,Milano exchange,EUR,17.15,Trading,CHF_EUR,1,1.4335
200341,FIAT ORD,SHARE,Sell,S,2007-12-17 13:01:44,1,17.15,IT0001976403,Milano exchange,EUR,17.15,Trading,CHF_EUR,1,1.438
200341,,OTHER,Cash_in,I,2007-12-29 02:32:05,1,14.45,,,CHF,14.45,Income,CHF_CHF,0.602991,0.887981
200341,,OTHER,Cash_out,O,2008-01-01 02:32:28,1,20,,,CHF,20,Payment,CHF_CHF,0.604631,0.882184
200341,SUBSA VON C 03/08 /Z01,DERIVATIVES,Buy,B,2008-01-07 09:32:42,100,0.08,CH00365844614,SIX Swiss Exchange,CHF,8,Trading,CHF_CHF,0.611415,0.897223
200341,MICROSOFT ORD,SHARE,Buy,B,2008-01-08 17:08:43,10,34.28,US5949181045,NASDAQ New York,USD,342.8,Trading,CHF_USD,0.67944,1
200341,MAYR MELNHOF KARTON ORD,SHARE,Buy,B,2008-01-30 13:57:28,1,66.76,AT0000938204,Vienne,EUR,66.76,Trading,CHF_EUR,1,1.4803
200341,MAYR MELNHOF KARTON ORD,SHARE,Sell,S,2008-01-30 15:40:23,1,66.76,AT0000938204,Vienne,EUR,66.76,Trading,CHF_EUR,1,1.4777
200341,PEPSICO,SHARE,Buy,B,2008-02-05 16:49:55,1,74.85,US71344810814,SIX Swiss Exchange,CHF,74.85,Trading,CHF_CHF,0.619905,0.907894
200341,PEPSICO,SHARE,Sell,S,2008-02-05 16:51:19,1,74.35,US71344810814,SIX Swiss Exchange,CHF,74.35,Trading,CHF_CHF,0.619982,0.908059
200341,LOGITECH N,SHARE,Buy,B,2008-02-05 16:58:11,1,30.96,CH00257513291,SIX Swiss Exchange (SIX-Europe),CHF,30.96,Trading,CHF_CHF,0.620059,0.908141
200341,LOGITECH N,SHARE,Sell,S,2008-02-05 16:58:33,1,30.9,CH00257513291,SIX Swiss Exchange (SIX-Europe),CHF,30.9,Trading,CHF_CHF,0.620097,0.908141
200341,SEZ N,SHARE,Buy,B,2008-02-26 11:10:12,1,36.95,CH00123520654,SIX Swiss Exchange,CHF,36.95,Trading,CHF_CHF,0.619099,0.920429
200341,SEZ N,SHARE,Sell,S,2008-02-26 11:11:05,1,36.75,CH00123520654,SIX Swiss Exchange,CHF,36.75,Trading,CHF_CHF,0.619023,0.920175
200341,ABB LTD N,SHARE,Sell,S,2008-03-03 11:08:39,10,25.92,CH00122217161,SIX Swiss Exchange (SIX-Europe),CHF,259.2,Trading,CHF_CHF,0.633212,0.960569
200341,MEDIOBANCA BANCA DI CREDITO OR,SHARE,Sell,S,2008-03-10 15:06:44,1,12.13,IT0000062957,Milano exchange,EUR,12.13,Trading,CHF_EUR,1,1.5355
200341,TB1HVR TB C 05/08,DERIVATIVES,Buy,B,2008-04-01 08:09:38,100,2.23,DE000TB1HVR8,Germany,EUR,223,Trading,CHF_EUR,1,1.57275
200341,TB1HVR TB C 05/08,DERIVATIVES,Sell,S,2008-04-01 08:10:09,100,2.23,DE000TB1HVR8,Germany,EUR,223,Trading,CHF_EUR,1,1.57295
200341,CG89BN CB C 12/09,DERIVATIVES,Buy,B,2008-04-18 10:41:23,100,0.79,DE000CG89BN2,Germany,EUR,79,Trading,CHF_EUR,1,1.5946
200341,CG89BN CB C 12/09,DERIVATIVES,Sell,S,2008-04-18 10:44:16,100,0.77,DE000CG89BN2,Germany,EUR,77,Trading,CHF_EUR,1,1.5944
200341,UBS N ANR-80509,DERIVATIVES,Sell,S,2008-05-08 10:27:39,3,1.67,CH00385789411,SIX Swiss Exchange (SIX-Europe),CHF,5.01,Trading,CHF_CHF,0.61799,0.947643
200341,GS0R89 GSI C 12/08,DERIVATIVES,Buy,B,2008-05-08 10:57:22,1000,0.264,DE000GS0R890,Germany,EUR,264,Trading,CHF_EUR,1,1.534
200341,GS0R89 GSI C 12/08,DERIVATIVES,Sell,S,2008-05-08 10:59:08,1000,0.255,DE000GS0R890,Germany,EUR,255,Trading,CHF_EUR,1,1.5339
200341,TB1LGJ TB C 06/08,DERIVATIVES,Buy,B,2008-05-09 10:59:06,100,0.59,DE000TB1LGJ8,Germany,EUR,59,Trading,CHF_EUR,1,1.5484
200341,TB1LGJ TB C 06/08,DERIVATIVES,Sell,S,2008-05-09 10:59:34,100,0.56,DE000TB1LGJ8,Germany,EUR,56,Trading,CHF_EUR,1,1.5482
200341,GS2N4J GSI C 12/99,DERIVATIVES,Buy,B,2008-05-09 11:44:35,100,1.46,DE000GS2N4J9,Germany,EUR,146,Trading,CHF_EUR,1,1.5471
200341,GS2N4J GSI C 12/99,DERIVATIVES,Sell,S,2008-05-09 11:45:25,100,1.46,DE000GS2N4J9,Germany,EUR,146,Trading,CHF_EUR,1,1.5469
200341,TB0KGJ TB C 12/08-20081212,DERIVATIVES,Buy,B,2008-05-09 11:47:08,1000,0.051,DE000TB0KGJ2,Germany,EUR,51,Trading,CHF_EUR,1,1.5468
200341,TB0KGJ TB C 12/08-20081212,DERIVATIVES,Sell,S,2008-05-09 11:47:50,1000,0.046,DE000TB0KGJ2,Germany,EUR,46,Trading,CHF_EUR,1,1.5468
200341,SIEMENS N ORD,SHARE,Sell,S,2008-05-15 15:13:22,10,74.73,DE0007236101,Germany,EUR,747.3,Trading,CHF_EUR,1,1.5499
200341,McDonald's,SHARE,Buy,B,2008-05-15 15:32:48,1,63.65,US58013510174,SIX Swiss Exchange,CHF,63.65,Trading,CHF_CHF,0.612952,0.950616
200341,McDonald's,SHARE,Sell,S,2008-05-15 15:38:07,1,63.15,US58013510174,SIX Swiss Exchange,CHF,63.15,Trading,CHF_CHF,0.613102,0.950164
200341,CG4193 CB P 07/08,DERIVATIVES,Buy,B,2008-06-04 13:35:30,1560,1.68,DE000CG41939,Germany,EUR,2620.8,Trading,CHF_EUR,1,1.5461
200341,CG4193 CB P 07/08,DERIVATIVES,Sell,S,2008-06-04 13:36:00,564,1.65,DE000CG41939,Germany,EUR,930.6,Trading,CHF_EUR,1,1.5463
200341,CG4193 CB P 07/08,DERIVATIVES,Sell,S,2008-06-04 13:36:19,996,1.65,DE000CG41939,Germany,EUR,1643.4,Trading,CHF_EUR,1,1.5462
200341,SUBSS VON C 09/08 /Z01,DERIVATIVES,Buy,B,2008-06-05 17:44:33,1000,0.38,CH00425965744,SIX Swiss Exchange,CHF,380,Trading,CHF_CHF,0.618028,0.960938
200341,SUBSS VON C 09/08 /Z01,DERIVATIVES,Sell,S,2008-06-05 17:54:18,1000,0.35,CH00425965744,SIX Swiss Exchange,CHF,350,Trading,CHF_CHF,0.617951,0.961538
200341,ABB LTD N,SHARE,Sell,S,2008-06-06 09:00:49,80,33.82,CH00122217161,SIX Swiss Exchange (SIX-Europe),CHF,2705.6,Trading,CHF_CHF,0.61696,0.962788
200341,UBS N ANR 80609,DERIVATIVES,Sell,S,2008-06-11 18:14:27,3,0.989817,CH00399138991,SIX Swiss Exchange (SIX-Europe),CHF,2.969451,Trading,CHF_CHF,0.622103,0.967726
200341,Germany 4% 04.01.2037,BONDS,Buy,B,2008-06-18 18:36:09,500,0.88486,DE0001135275,OTC Bonds,EUR,442.43,Trading,CHF_EUR,1,1.5503
200341,MOBILEZONE I,SHARE,Buy,B,2008-07-01 11:39:48,1,7,CH00125834044,SIX Swiss Exchange,CHF,7,Trading,CHF_CHF,0.622917,0.982367
200341,MOBILEZONE I,SHARE,Buy,B,2008-07-01 11:41:03,1,7,CH00125834044,SIX Swiss Exchange,CHF,7,Trading,CHF_CHF,0.622917,0.982367
200341,MOBILEZONE I,SHARE,Sell,S,2008-07-01 11:45:26,1,6.99,CH00125834044,SIX Swiss Exchange,CHF,6.99,Trading,CHF_CHF,0.623111,0.98256
200341,MOBILEZONE I,SHARE,Sell,S,2008-07-01 11:47:27,1,6.99,CH00125834044,SIX Swiss Exchange,CHF,6.99,Trading,CHF_CHF,0.623189,0.983043
200341,MOBILEZONE I,SHARE,Buy,B,2008-07-01 11:49:58,1,7,CH00125834044,SIX Swiss Exchange,CHF,7,Trading,CHF_CHF,0.623111,0.982849
200341,UBS N,SHARE,Buy,B,2008-07-01 12:10:14,1,20.16,CH00248994831,SIX Swiss Exchange (SIX-Europe),CHF,20.16,Trading,CHF_CHF,0.622568,0.981788
200341,Germany 4% 04.01.2037,BONDS,Sell,S,2008-07-04 09:45:41,500,0.8822,DE0001135275,OTC Bonds,EUR,441.1,Trading,CHF_EUR,1,1.5709
200341,CG91DG CB C 09/09,DERIVATIVES,Buy,B,2008-07-14 17:38:13,100,0.61,DE000CG91DG8,Germany,EUR,61,Trading,CHF_EUR,1,1.5898
200341,CG91DG CB C 09/09,DERIVATIVES,Sell,S,2008-07-14 17:38:49,100,0.6,DE000CG91DG8,Germany,EUR,60,Trading,CHF_EUR,1,1.59
200341,ABB LTD N,SHARE,Sell,S,2008-07-28 10:07:07,100,27.42,CH00122217161,SIX Swiss Exchange (SIX-Europe),CHF,2742,Trading,CHF_CHF,0.613968,0.965018
200341,,OTHER,Cash_in,I,2008-07-29 02:37:03,1,177.6,,,CHF,177.6,Income,CHF_CHF,0.614742,0.968148
200341,ABB LTD N,SHARE,Sell,S,2008-07-30 12:25:54,20,27.64,CH00122217161,SIX Swiss Exchange (SIX-Europe),CHF,552.8,Trading,CHF_CHF,0.613064,0.955429
200341,KKR AND CO GUERNSEY UNT,SHARE,Buy,B,2008-08-05 12:47:57,10,12.99,GB00B13BNQ35,Euronext Amsterdam,USD,129.9,Trading,CHF_USD,0.645411,1
200341,GS0CC8 GSI C 12-99,DERIVATIVES,Buy,B,2008-08-05 14:20:38,1,15.55,DE000GS0CC81,Germany,EUR,15.55,Trading,CHF_EUR,1,1.5486
200341,CB6EEL COM C 12/99,DERIVATIVES,Buy,B,2008-08-13 10:33:13,40,10.86,DE000CB6EEL2,Germany,EUR,434.4,Trading,CHF_EUR,1,1.49205
200341,NESTLE N,SHARE,Buy,B,2008-11-06 09:16:51,1,46.46,CH00388633501,SIX Swiss Exchange (SIX-Europe),CHF,46.46,Trading,CHF_CHF,0.664805,0.856935
200341,VON ROLL I,SHARE,Sell,S,2008-11-06 09:20:57,11,6.95,CH00032453514,SIX Swiss Exchange,CHF,76.45,Trading,CHF_CHF,0.664408,0.856568
200341,UBS N,SHARE,Buy,B,2008-11-13 09:13:30,10,15.76,CH00248994831,SIX Swiss Exchange (SIX-Europe),CHF,157.6,Trading,CHF_CHF,0.6749,0.838926
200341,SMIAE VON P 03/09,DERIVATIVES,Buy,B,2008-12-02 19:10:19,100,0.26,CH00477316144,SIX Swiss Exchange,CHF,26,Trading,CHF_CHF,0.651678,0.827849
200341,SMIAE VON P 03/09,DERIVATIVES,Sell,S,2008-12-02 19:11:40,100,0.25,CH00477316144,SIX Swiss Exchange,CHF,25,Trading,CHF_CHF,0.651806,0.827712
200341,AMAZON COM ORD,SHARE,Buy,B,2008-12-17 15:30:08,1,52.43,US0231351067,NASDAQ New York,USD,52.43,Trading,CHF_USD,0.705766,1
200341,DIGITAL POWER ORD,SHARE,Buy,B,2008-12-17 15:35:09,20,0.8,US2538621069,American Exchange (AMEX),USD,16,Trading,CHF_USD,0.703185,1
200341,AMAZON COM ORD,SHARE,Sell,S,2008-12-17 15:59:29,1,52.24,US0231351067,NASDAQ New York,USD,52.24,Trading,CHF_USD,0.698861,1
